noun_w_buah	noun_w_orang	cossim
lapangan	penangkap	0.25
lapangan	penyelam	0.24
lapangan	pemasar	0.22
lapangan	pemalas	0.14
lapangan	penarik	0.22
lapangan	pengembara	0.16
lapangan	gerilyawan	0.17
lapangan	penggagas	0.17
lapangan	penyembah	0.16
lapangan	penilai	0.3
lapangan	penguji	0.2
lapangan	pengunjuk	0.19
lapangan	penyembuh	0.2
lapangan	rohaniwan	0.23
lapangan	pemanah	0.21
lapangan	penyelidik	0.24
lapangan	penampil	0.14
lapangan	peranakan	0.13
lapangan	suruhan	0.12
lapangan	usahawan	0.27
lapangan	pelapor	0.22
lapangan	pemahat	0.17
lapangan	penunggu	0.22
lapangan	penurut	0.11
lapangan	pengusul	0.16
lapangan	pemimpi	0.18
lapangan	penyusup	0.15
lapangan	pemungut	0.29
lapangan	penceramah	0.22
lapangan	penggarap	0.28
lapangan	pelupa	0.08
lapangan	perupa	0.13
lapangan	penyendiri	0.18
lapangan	pemateri	0.23
lapangan	penggali	0.35
lapangan	penukar	0.23
lapangan	penyabar	0.15
lapangan	pelempar	0.29
lapangan	pemborong	0.32
lapangan	pendemo	0.24
lapangan	pencerita	0.2
lapangan	penyelundup	0.12
lapangan	penganggur	0.31
lapangan	penggiling	0.24
lapangan	pengulas	0.14
lapangan	penagih	0.09
lapangan	hartawan	0.19
lapangan	perumus	0.32
lapangan	peniup	0.23
lapangan	penggalang	0.3
lapangan	pembenci	0.12
lapangan	pengkaji	0.29
lapangan	pembebas	0.21
lapangan	pemetik	0.23
lapangan	penjilat	0.19
lapangan	pencabut	0.24
lapangan	peramah	0.13
lapangan	pengukir	0.25
lapangan	pengejar	0.23
lapangan	pemerah	0.21
lapangan	wiraswastawan	0.17
lapangan	pemulia	0.19
lapangan	penendang	0.36
lapangan	penyimak	0.16
lapangan	pelestari	0.23
lapangan	penjemput	0.28
lapangan	pembaru	0.21
lapangan	penghayat	0.25
lapangan	pengadu	0.19
lapangan	pemasak	0.26
lapangan	pembobol	0.15
lapangan	penggemblengan	0.3
lapangan	penghasut	0.17
lapangan	penderma	0.15
lapangan	pemaksa	0.15
lapangan	peragu	0.14
lapangan	pengekor	0.17
lapangan	perayu	0.13
lapangan	pendebat	0.19
lapangan	penyuara	0.25
lapangan	pemimpinan	0.25
lapangan	penghadang	0.34
lapangan	pengasah	0.33
lapangan	pengutang	0.13
lapangan	pembisik	0.22
lapangan	pengetuk	0.26
lapangan	pemberang	0.26
lapangan	peneguh	0.27
lapangan	pewirausaha	0.3
lapangan	pencuriga	0.21
lapangan	pengalah	0.28
lapangan	pengalasan	0.3
lapangan	pengamuk	0.27
perbuatan	pemain	0.2
perbuatan	penduduk	0.23
perbuatan	pengguna	0.22
perbuatan	wisatawan	0.18
perbuatan	penelitian	0.3
perbuatan	pasangan	0.29
perbuatan	penulis	0.22
perbuatan	pemimpin	0.32
perbuatan	peserta	0.25
perbuatan	pengunjung	0.18
perbuatan	penderita	0.28
perbuatan	pembelajaran	0.33
perbuatan	pelayanan	0.33
perbuatan	kehilangan	0.23
perbuatan	keturunan	0.26
perbuatan	pemilik	0.24
perbuatan	penyanyi	0.22
perbuatan	karyawan	0.24
perbuatan	pelanggan	0.22
perbuatan	kelahiran	0.27
perbuatan	perdagangan	0.33
perbuatan	petani	0.16
perbuatan	pekerja	0.26
perbuatan	kepercayaan	0.3
perbuatan	pemuda	0.32
perbuatan	penumpang	0.19
perbuatan	pimpinan	0.24
perbuatan	pembaca	0.2
perbuatan	kekurangan	0.22
perbuatan	pejabat	0.26
perbuatan	campuran	0.26
perbuatan	pelaku	0.48
perbuatan	peneliti	0.15
perbuatan	pengusaha	0.26
perbuatan	pendukung	0.22
perbuatan	petunjuk	0.29
perbuatan	pemenang	0.2
perbuatan	petugas	0.25
perbuatan	perbaikan	0.33
perbuatan	pelatih	0.18
perbuatan	pedagang	0.22
perbuatan	pelajar	0.28
perbuatan	pengurus	0.28
perbuatan	jurusan	0.2
perbuatan	ilmuwan	0.15
perbuatan	pendiri	0.22
perbuatan	angkatan	0.18
perbuatan	sasaran	0.31
perbuatan	pembuat	0.26
perbuatan	penjual	0.24
perbuatan	pengganti	0.24
perbuatan	perwakilan	0.16
perbuatan	lulusan	0.15
perbuatan	pembeli	0.25
perbuatan	penerima	0.25
perbuatan	pergerakan	0.29
perbuatan	pemegang	0.19
perbuatan	penyedia	0.23
perbuatan	penjaga	0.22
perbuatan	pencari	0.18
perbuatan	pembawa	0.18
perbuatan	undangan	0.25
perbuatan	cadangan	0.16
perbuatan	pemeran	0.2
perbuatan	bangsawan	0.16
perbuatan	pembantu	0.25
perbuatan	pengarang	0.21
perbuatan	pengelola	0.23
perbuatan	pejuang	0.22
perbuatan	tahanan	0.23
perbuatan	pengikut	0.23
perbuatan	rombongan	0.21
perbuatan	pengajar	0.24
perbuatan	pendidik	0.26
perbuatan	penghuni	0.24
perbuatan	pengembang	0.17
perbuatan	jajaran	0.18
perbuatan	pembuka	0.25
perbuatan	penari	0.2
perbuatan	pemberi	0.23
perbuatan	pelayan	0.22
perbuatan	pendatang	0.21
perbuatan	pembunuh	0.29
perbuatan	penyelenggara	0.31
perbuatan	turunan	0.26
perbuatan	pelukis	0.21
perbuatan	utusan	0.22
perbuatan	pembiayaan	0.29
perbuatan	pengacara	0.2
perbuatan	perawat	0.18
perbuatan	penganut	0.29
perbuatan	pengamat	0.21
perbuatan	penghubung	0.19
perbuatan	pesaing	0.18
perbuatan	pengawas	0.28
perbuatan	penjahat	0.35
perbuatan	pelaksana	0.32
perbuatan	kebangsaan	0.23
perbuatan	pembicara	0.19
perbuatan	pengantar	0.21
perbuatan	pendengar	0.2
perbuatan	pendamping	0.16
perbuatan	pewaris	0.2
perbuatan	pengungsi	0.15
perbuatan	pengendara	0.25
perbuatan	pencuri	0.29
perbuatan	pemburu	0.2
perbuatan	pengawal	0.23
perbuatan	penemu	0.15
perbuatan	pengemudi	0.23
perbuatan	penerjemah	0.18
perbuatan	pemandu	0.2
perbuatan	tawanan	0.29
perbuatan	penegak	0.29
perbuatan	penutur	0.19
perbuatan	penyihir	0.24
perbuatan	pelamar	0.18
perbuatan	pemasok	0.15
perbuatan	penanda	0.19
perbuatan	pemikir	0.22
perbuatan	saingan	0.19
perbuatan	pembimbing	0.22
perbuatan	petinggi	0.21
perbuatan	pelaut	0.16
perbuatan	pengrajin	0.13
perbuatan	langganan	0.1
perbuatan	pencinta	0.19
perbuatan	kenalan	0.23
perbuatan	penyidik	0.26
perbuatan	pelacur	0.24
perbuatan	pengirim	0.21
perbuatan	perusak	0.32
perbuatan	pendiam	0.19
perbuatan	pemeluk	0.26
perbuatan	penikmat	0.2
perbuatan	pemangku	0.14
perbuatan	perampok	0.27
perbuatan	pelarian	0.28
perbuatan	pengidap	0.23
perbuatan	penunjuk	0.25
perbuatan	pemuka	0.25
perbuatan	pengemis	0.27
perbuatan	pemusik	0.2
perbuatan	sukarelawan	0.18
perbuatan	penerbang	0.14
perbuatan	pejalan	0.26
perbuatan	petinju	0.17
perbuatan	penyandang	0.21
perbuatan	penanggung	0.3
perbuatan	penolong	0.23
perbuatan	jagoan	0.13
perbuatan	penembak	0.16
perbuatan	penipu	0.28
perbuatan	penyelamat	0.2
perbuatan	pendaftar	0.16
perbuatan	pelari	0.16
perbuatan	pengiring	0.22
perbuatan	penata	0.17
perbuatan	pengambil	0.19
perbuatan	penuntut	0.26
perbuatan	pembina	0.22
perbuatan	tanggungan	0.32
perbuatan	pencetus	0.24
perbuatan	pemangsa	0.24
perbuatan	penyebar	0.22
perbuatan	pemesan	0.24
perbuatan	dermawan	0.24
perbuatan	pemeriksa	0.17
perbuatan	negarawan	0.18
perbuatan	pengukur	0.21
perbuatan	penambang	0.15
perbuatan	pembajak	0.18
perbuatan	budayawan	0.13
perbuatan	perekam	0.21
perbuatan	penyayang	0.22
perbuatan	pemukul	0.21
perbuatan	perencana	0.19
perbuatan	pengumpul	0.08
perbuatan	wirausahawan	0.17
perbuatan	penangkap	0.21
perbuatan	penyelam	0.09
perbuatan	pemasar	0.2
perbuatan	pemalas	0.2
perbuatan	penarik	0.17
perbuatan	pengembara	0.23
perbuatan	gerilyawan	0.13
perbuatan	penggagas	0.13
perbuatan	penyembah	0.34
perbuatan	penilai	0.31
perbuatan	penguji	0.15
perbuatan	pengunjuk	0.14
perbuatan	penyembuh	0.25
perbuatan	rohaniwan	0.17
perbuatan	pemanah	0.16
perbuatan	penyelidik	0.22
perbuatan	penampil	0.15
perbuatan	peranakan	0.1
perbuatan	suruhan	0.36
perbuatan	usahawan	0.24
perbuatan	pelapor	0.32
perbuatan	pemahat	0.2
perbuatan	penunggu	0.22
perbuatan	penurut	0.24
perbuatan	pengusul	0.19
perbuatan	pemimpi	0.2
perbuatan	penyusup	0.24
perbuatan	pemungut	0.18
perbuatan	penceramah	0.19
perbuatan	penggarap	0.25
perbuatan	pelupa	0.18
perbuatan	perupa	0.17
perbuatan	penyendiri	0.13
perbuatan	pemateri	0.15
perbuatan	penggali	0.17
perbuatan	penukar	0.26
perbuatan	penyabar	0.21
perbuatan	pelempar	0.21
perbuatan	pemborong	0.25
perbuatan	pendemo	0.2
perbuatan	pencerita	0.21
perbuatan	penyelundup	0.14
perbuatan	penganggur	0.17
perbuatan	penggiling	0.19
perbuatan	pengulas	0.19
perbuatan	penagih	0.25
perbuatan	hartawan	0.24
perbuatan	perumus	0.12
perbuatan	peniup	0.16
perbuatan	penggalang	0.21
perbuatan	pembenci	0.25
perbuatan	pengkaji	0.17
perbuatan	pembebas	0.18
perbuatan	pemetik	0.2
perbuatan	penjilat	0.22
perbuatan	pencabut	0.25
perbuatan	peramah	0.2
perbuatan	pengukir	0.24
perbuatan	pengejar	0.22
perbuatan	pemerah	0.22
perbuatan	wiraswastawan	0.15
perbuatan	pemulia	0.22
perbuatan	penendang	0.24
perbuatan	penyimak	0.22
perbuatan	pelestari	0.23
perbuatan	penjemput	0.24
perbuatan	pembaru	0.25
perbuatan	penghayat	0.29
perbuatan	pengadu	0.24
perbuatan	pemasak	0.2
perbuatan	pembobol	0.26
perbuatan	penggemblengan	0.28
perbuatan	penghasut	0.34
perbuatan	penderma	0.25
perbuatan	pemaksa	0.3
perbuatan	peragu	0.2
perbuatan	pengekor	0.29
perbuatan	perayu	0.26
perbuatan	pendebat	0.24
perbuatan	penyuara	0.15
perbuatan	pemimpinan	0.26
perbuatan	penghadang	0.27
perbuatan	pengasah	0.26
perbuatan	pengutang	0.36
perbuatan	pembisik	0.27
perbuatan	pengetuk	0.23
perbuatan	pemberang	0.37
perbuatan	peneguh	0.32
perbuatan	pewirausaha	0.3
perbuatan	pencuriga	0.31
perbuatan	pengalah	0.36
perbuatan	pengalasan	0.36
perbuatan	pengamuk	0.34
keinginan	pemain	0.28
keinginan	penduduk	0.24
keinginan	pengguna	0.31
keinginan	wisatawan	0.27
keinginan	penelitian	0.24
keinginan	pasangan	0.39
keinginan	penulis	0.28
keinginan	pemimpin	0.36
keinginan	peserta	0.29
keinginan	pengunjung	0.27
keinginan	penderita	0.28
keinginan	pembelajaran	0.26
keinginan	pelayanan	0.35
keinginan	kehilangan	0.35
keinginan	keturunan	0.31
keinginan	pemilik	0.32
keinginan	penyanyi	0.28
keinginan	karyawan	0.3
keinginan	pelanggan	0.4
keinginan	kelahiran	0.29
keinginan	perdagangan	0.25
keinginan	petani	0.24
keinginan	pekerja	0.25
keinginan	kepercayaan	0.46
keinginan	pemuda	0.3
keinginan	penumpang	0.24
keinginan	pimpinan	0.33
keinginan	pembaca	0.31
keinginan	kekurangan	0.32
keinginan	pejabat	0.27
keinginan	campuran	0.22
keinginan	pelaku	0.33
keinginan	peneliti	0.19
keinginan	pengusaha	0.36
keinginan	pendukung	0.31
keinginan	petunjuk	0.34
keinginan	pemenang	0.24
keinginan	petugas	0.2
keinginan	perbaikan	0.27
keinginan	pelatih	0.29
keinginan	pedagang	0.23
keinginan	pelajar	0.27
keinginan	pengurus	0.23
keinginan	jurusan	0.28
keinginan	ilmuwan	0.18
keinginan	pendiri	0.3
keinginan	angkatan	0.18
keinginan	sasaran	0.35
keinginan	pembuat	0.29
keinginan	penjual	0.27
keinginan	pengganti	0.24
keinginan	perwakilan	0.24
keinginan	lulusan	0.27
keinginan	pembeli	0.39
keinginan	penerima	0.22
keinginan	pergerakan	0.29
keinginan	pemegang	0.27
keinginan	penyedia	0.3
keinginan	penjaga	0.18
keinginan	pencari	0.26
keinginan	pembawa	0.15
keinginan	undangan	0.35
keinginan	cadangan	0.23
keinginan	pemeran	0.24
keinginan	bangsawan	0.23
keinginan	pembantu	0.24
keinginan	pengarang	0.26
keinginan	pengelola	0.27
keinginan	pejuang	0.24
keinginan	tahanan	0.23
keinginan	pengikut	0.29
keinginan	rombongan	0.25
keinginan	pengajar	0.26
keinginan	pendidik	0.28
keinginan	penghuni	0.19
keinginan	pengembang	0.27
keinginan	jajaran	0.24
keinginan	pembuka	0.19
keinginan	penari	0.21
keinginan	pemberi	0.26
keinginan	pelayan	0.29
keinginan	pendatang	0.18
keinginan	pembunuh	0.21
keinginan	penyelenggara	0.31
keinginan	turunan	0.16
keinginan	pelukis	0.23
keinginan	utusan	0.23
keinginan	pembiayaan	0.29
keinginan	pengacara	0.23
keinginan	perawat	0.25
keinginan	penganut	0.26
keinginan	pengamat	0.17
keinginan	penghubung	0.23
keinginan	pesaing	0.28
keinginan	pengawas	0.19
keinginan	penjahat	0.24
keinginan	pelaksana	0.26
keinginan	kebangsaan	0.25
keinginan	pembicara	0.26
keinginan	pengantar	0.21
keinginan	pendengar	0.29
keinginan	pendamping	0.3
keinginan	pewaris	0.22
keinginan	pengungsi	0.2
keinginan	pengendara	0.23
keinginan	pencuri	0.19
keinginan	pemburu	0.21
keinginan	pengawal	0.21
keinginan	penemu	0.17
keinginan	pengemudi	0.19
keinginan	penerjemah	0.16
keinginan	pemandu	0.17
keinginan	tawanan	0.2
keinginan	penegak	0.26
keinginan	penutur	0.19
keinginan	penyihir	0.17
keinginan	pelamar	0.28
keinginan	pemasok	0.29
keinginan	penanda	0.21
keinginan	pemikir	0.27
keinginan	saingan	0.35
keinginan	pembimbing	0.23
keinginan	petinggi	0.24
keinginan	pelaut	0.17
keinginan	pengrajin	0.23
keinginan	langganan	0.29
keinginan	pencinta	0.31
keinginan	kenalan	0.25
keinginan	penyidik	0.23
keinginan	pelacur	0.17
keinginan	pengirim	0.24
keinginan	perusak	0.15
keinginan	pendiam	0.16
keinginan	pemeluk	0.22
keinginan	penikmat	0.26
keinginan	pemangku	0.28
keinginan	perampok	0.16
keinginan	pelarian	0.29
keinginan	pengidap	0.2
keinginan	penunjuk	0.18
keinginan	pemuka	0.27
keinginan	pengemis	0.15
keinginan	pemusik	0.22
keinginan	sukarelawan	0.21
keinginan	penerbang	0.18
keinginan	pejalan	0.21
keinginan	petinju	0.21
keinginan	penyandang	0.2
keinginan	penanggung	0.21
keinginan	penolong	0.23
keinginan	jagoan	0.23
keinginan	penembak	0.12
keinginan	penipu	0.18
keinginan	penyelamat	0.24
keinginan	pendaftar	0.27
keinginan	pelari	0.16
keinginan	pengiring	0.22
keinginan	penata	0.24
keinginan	pengambil	0.27
keinginan	penuntut	0.26
keinginan	pembina	0.21
keinginan	tanggungan	0.3
keinginan	pencetus	0.29
keinginan	pemangsa	0.24
keinginan	penyebar	0.1
keinginan	pemesan	0.39
keinginan	dermawan	0.23
keinginan	pemeriksa	0.19
keinginan	negarawan	0.2
keinginan	pengukur	0.16
keinginan	penambang	0.15
keinginan	pembajak	0.22
keinginan	budayawan	0.16
keinginan	perekam	0.2
keinginan	penyayang	0.25
keinginan	pemukul	0.15
keinginan	perencana	0.32
keinginan	pengumpul	0.12
keinginan	wirausahawan	0.25
keinginan	penangkap	0.17
keinginan	penyelam	0.16
keinginan	pemasar	0.3
keinginan	pemalas	0.22
keinginan	penarik	0.26
keinginan	pengembara	0.19
keinginan	gerilyawan	0.15
keinginan	penggagas	0.22
keinginan	penyembah	0.24
keinginan	penilai	0.18
keinginan	penguji	0.11
keinginan	pengunjuk	0.26
keinginan	penyembuh	0.19
keinginan	rohaniwan	0.23
keinginan	pemanah	0.2
keinginan	penyelidik	0.21
keinginan	penampil	0.18
keinginan	peranakan	0.15
keinginan	suruhan	0.29
keinginan	usahawan	0.32
keinginan	pelapor	0.19
keinginan	pemahat	0.2
keinginan	penunggu	0.16
keinginan	penurut	0.3
keinginan	pengusul	0.21
keinginan	pemimpi	0.34
keinginan	penyusup	0.17
keinginan	pemungut	0.16
keinginan	penceramah	0.14
keinginan	penggarap	0.18
keinginan	pelupa	0.18
keinginan	perupa	0.24
keinginan	penyendiri	0.19
keinginan	pemateri	0.15
keinginan	penggali	0.13
keinginan	penukar	0.13
keinginan	penyabar	0.27
keinginan	pelempar	0.15
keinginan	pemborong	0.18
keinginan	pendemo	0.23
keinginan	pencerita	0.16
keinginan	penyelundup	0.14
keinginan	penganggur	0.14
keinginan	penggiling	0.21
keinginan	pengulas	0.15
keinginan	penagih	0.19
keinginan	hartawan	0.26
keinginan	perumus	0.19
keinginan	peniup	0.12
keinginan	penggalang	0.19
keinginan	pembenci	0.21
keinginan	pengkaji	0.17
keinginan	pembebas	0.23
keinginan	pemetik	0.16
keinginan	penjilat	0.18
keinginan	pencabut	0.17
keinginan	peramah	0.19
keinginan	pengukir	0.21
keinginan	pengejar	0.33
keinginan	pemerah	0.14
keinginan	wiraswastawan	0.25
keinginan	pemulia	0.25
keinginan	penendang	0.25
keinginan	penyimak	0.26
keinginan	pelestari	0.12
keinginan	penjemput	0.23
keinginan	pembaru	0.24
keinginan	penghayat	0.27
keinginan	pengadu	0.19
keinginan	pemasak	0.21
keinginan	pembobol	0.17
keinginan	penggemblengan	0.23
keinginan	penghasut	0.25
keinginan	penderma	0.23
keinginan	pemaksa	0.35
keinginan	peragu	0.26
keinginan	pengekor	0.33
keinginan	perayu	0.3
keinginan	pendebat	0.19
keinginan	penyuara	0.23
keinginan	pemimpinan	0.33
keinginan	penghadang	0.16
keinginan	pengasah	0.29
keinginan	pengutang	0.29
keinginan	pembisik	0.33
keinginan	pengetuk	0.26
keinginan	pemberang	0.25
keinginan	peneguh	0.31
keinginan	pewirausaha	0.38
keinginan	pencuriga	0.34
keinginan	pengalah	0.43
keinginan	pengalasan	0.4
keinginan	pengamuk	0.34
jabatan	pemain	0.27
jabatan	penduduk	0.24
jabatan	pengguna	0.18
jabatan	wisatawan	0.11
jabatan	penelitian	0.22
jabatan	pasangan	0.29
jabatan	penulis	0.24
jabatan	pemimpin	0.48
jabatan	peserta	0.24
jabatan	pengunjung	0.14
jabatan	penderita	0.21
jabatan	pembelajaran	0.27
jabatan	pelayanan	0.37
jabatan	kehilangan	0.28
jabatan	keturunan	0.33
jabatan	pemilik	0.24
jabatan	penyanyi	0.21
jabatan	karyawan	0.37
jabatan	pelanggan	0.22
jabatan	kelahiran	0.23
jabatan	perdagangan	0.25
jabatan	petani	0.19
jabatan	pekerja	0.29
jabatan	kepercayaan	0.36
jabatan	pemuda	0.24
jabatan	penumpang	0.17
jabatan	pimpinan	0.5
jabatan	pembaca	0.16
jabatan	kekurangan	0.24
jabatan	pejabat	0.52
jabatan	campuran	0.18
jabatan	pelaku	0.21
jabatan	peneliti	0.15
jabatan	pengusaha	0.27
jabatan	pendukung	0.28
jabatan	petunjuk	0.19
jabatan	pemenang	0.29
jabatan	petugas	0.32
jabatan	perbaikan	0.27
jabatan	pelatih	0.32
jabatan	pedagang	0.21
jabatan	pelajar	0.22
jabatan	pengurus	0.38
jabatan	jurusan	0.32
jabatan	ilmuwan	0.12
jabatan	pendiri	0.25
jabatan	angkatan	0.31
jabatan	sasaran	0.29
jabatan	pembuat	0.18
jabatan	penjual	0.23
jabatan	pengganti	0.37
jabatan	perwakilan	0.3
jabatan	lulusan	0.31
jabatan	pembeli	0.22
jabatan	penerima	0.27
jabatan	pergerakan	0.18
jabatan	pemegang	0.43
jabatan	penyedia	0.24
jabatan	penjaga	0.24
jabatan	pencari	0.22
jabatan	pembawa	0.2
jabatan	undangan	0.26
jabatan	cadangan	0.3
jabatan	pemeran	0.25
jabatan	bangsawan	0.26
jabatan	pembantu	0.29
jabatan	pengarang	0.24
jabatan	pengelola	0.27
jabatan	pejuang	0.18
jabatan	tahanan	0.22
jabatan	pengikut	0.22
jabatan	rombongan	0.25
jabatan	pengajar	0.32
jabatan	pendidik	0.29
jabatan	penghuni	0.23
jabatan	pengembang	0.18
jabatan	jajaran	0.37
jabatan	pembuka	0.24
jabatan	penari	0.19
jabatan	pemberi	0.27
jabatan	pelayan	0.31
jabatan	pendatang	0.2
jabatan	pembunuh	0.19
jabatan	penyelenggara	0.34
jabatan	turunan	0.28
jabatan	pelukis	0.12
jabatan	utusan	0.27
jabatan	pembiayaan	0.28
jabatan	pengacara	0.27
jabatan	perawat	0.26
jabatan	penganut	0.18
jabatan	pengamat	0.16
jabatan	penghubung	0.27
jabatan	pesaing	0.25
jabatan	pengawas	0.34
jabatan	penjahat	0.23
jabatan	pelaksana	0.43
jabatan	kebangsaan	0.27
jabatan	pembicara	0.22
jabatan	pengantar	0.24
jabatan	pendengar	0.11
jabatan	pendamping	0.29
jabatan	pewaris	0.29
jabatan	pengungsi	0.11
jabatan	pengendara	0.14
jabatan	pencuri	0.16
jabatan	pemburu	0.23
jabatan	pengawal	0.28
jabatan	penemu	0.11
jabatan	pengemudi	0.16
jabatan	penerjemah	0.23
jabatan	pemandu	0.15
jabatan	tawanan	0.21
jabatan	penegak	0.24
jabatan	penutur	0.13
jabatan	penyihir	0.19
jabatan	pelamar	0.35
jabatan	pemasok	0.23
jabatan	penanda	0.25
jabatan	pemikir	0.18
jabatan	saingan	0.28
jabatan	pembimbing	0.26
jabatan	petinggi	0.34
jabatan	pelaut	0.15
jabatan	pengrajin	0.1
jabatan	langganan	0.17
jabatan	pencinta	0.04
jabatan	kenalan	0.24
jabatan	penyidik	0.24
jabatan	pelacur	0.18
jabatan	pengirim	0.2
jabatan	perusak	0.16
jabatan	pendiam	0.1
jabatan	pemeluk	0.19
jabatan	penikmat	0.04
jabatan	pemangku	0.42
jabatan	perampok	0.14
jabatan	pelarian	0.2
jabatan	pengidap	0.07
jabatan	penunjuk	0.17
jabatan	pemuka	0.24
jabatan	pengemis	0.2
jabatan	pemusik	0.17
jabatan	sukarelawan	0.2
jabatan	penerbang	0.2
jabatan	pejalan	0.16
jabatan	petinju	0.16
jabatan	penyandang	0.31
jabatan	penanggung	0.3
jabatan	penolong	0.19
jabatan	jagoan	0.2
jabatan	penembak	0.2
jabatan	penipu	0.16
jabatan	penyelamat	0.16
jabatan	pendaftar	0.22
jabatan	pelari	0.17
jabatan	pengiring	0.17
jabatan	penata	0.16
jabatan	pengambil	0.23
jabatan	penuntut	0.23
jabatan	pembina	0.31
jabatan	tanggungan	0.31
jabatan	pencetus	0.17
jabatan	pemangsa	0.13
jabatan	penyebar	0.1
jabatan	pemesan	0.15
jabatan	dermawan	0.13
jabatan	pemeriksa	0.24
jabatan	negarawan	0.28
jabatan	pengukur	0.2
jabatan	penambang	0.16
jabatan	pembajak	0.11
jabatan	budayawan	0.08
jabatan	perekam	0.24
jabatan	penyayang	0.08
jabatan	pemukul	0.19
jabatan	perencana	0.23
jabatan	pengumpul	0.15
jabatan	wirausahawan	0.24
jabatan	penangkap	0.15
jabatan	penyelam	0.09
jabatan	pemasar	0.17
jabatan	pemalas	0.13
jabatan	penarik	0.21
jabatan	pengembara	0.14
jabatan	gerilyawan	0.15
jabatan	penggagas	0.1
jabatan	penyembah	0.18
jabatan	penilai	0.3
jabatan	penguji	0.19
jabatan	pengunjuk	0.15
jabatan	penyembuh	0.16
jabatan	rohaniwan	0.28
jabatan	pemanah	0.16
jabatan	penyelidik	0.11
jabatan	penampil	0.13
jabatan	peranakan	0.12
jabatan	suruhan	0.21
jabatan	usahawan	0.23
jabatan	pelapor	0.22
jabatan	pemahat	0.08
jabatan	penunggu	0.2
jabatan	penurut	0.1
jabatan	pengusul	0.19
jabatan	pemimpi	0.22
jabatan	penyusup	0.12
jabatan	pemungut	0.27
jabatan	penceramah	0.24
jabatan	penggarap	0.21
jabatan	pelupa	0.11
jabatan	perupa	0.03
jabatan	penyendiri	0.1
jabatan	pemateri	0.23
jabatan	penggali	0.13
jabatan	penukar	0.24
jabatan	penyabar	0.12
jabatan	pelempar	0.23
jabatan	pemborong	0.26
jabatan	pendemo	0.2
jabatan	pencerita	0.17
jabatan	penyelundup	0.07
jabatan	penganggur	0.24
jabatan	penggiling	0.22
jabatan	pengulas	0.14
jabatan	penagih	0.19
jabatan	hartawan	0.29
jabatan	perumus	0.23
jabatan	peniup	0.1
jabatan	penggalang	0.22
jabatan	pembenci	0.17
jabatan	pengkaji	0.15
jabatan	pembebas	0.18
jabatan	pemetik	0.21
jabatan	penjilat	0.33
jabatan	pencabut	0.24
jabatan	peramah	0.14
jabatan	pengukir	0.1
jabatan	pengejar	0.3
jabatan	pemerah	0.17
jabatan	wiraswastawan	0.23
jabatan	pemulia	0.21
jabatan	penendang	0.24
jabatan	penyimak	0.08
jabatan	pelestari	0.15
jabatan	penjemput	0.21
jabatan	pembaru	0.21
jabatan	penghayat	0.21
jabatan	pengadu	0.2
jabatan	pemasak	0.15
jabatan	pembobol	0.17
jabatan	penggemblengan	0.27
jabatan	penghasut	0.23
jabatan	penderma	0.26
jabatan	pemaksa	0.18
jabatan	peragu	0.16
jabatan	pengekor	0.14
jabatan	perayu	0.19
jabatan	pendebat	0.25
jabatan	penyuara	0.19
jabatan	pemimpinan	0.45
jabatan	penghadang	0.22
jabatan	pengasah	0.24
jabatan	pengutang	0.3
jabatan	pembisik	0.3
jabatan	pengetuk	0.22
jabatan	pemberang	0.26
jabatan	peneguh	0.27
jabatan	pewirausaha	0.26
jabatan	pencuriga	0.2
jabatan	pengalah	0.3
jabatan	pengalasan	0.42
jabatan	pengamuk	0.25
penampilan	pemain	0.4
penampilan	penduduk	0.22
penampilan	pengguna	0.28
penampilan	wisatawan	0.24
penampilan	penelitian	0.24
penampilan	pasangan	0.36
penampilan	penulis	0.22
penampilan	pemimpin	0.32
penampilan	peserta	0.37
penampilan	pengunjung	0.32
penampilan	penderita	0.25
penampilan	pembelajaran	0.33
penampilan	pelayanan	0.38
penampilan	kehilangan	0.32
penampilan	keturunan	0.27
penampilan	pemilik	0.28
penampilan	penyanyi	0.37
penampilan	karyawan	0.29
penampilan	pelanggan	0.33
penampilan	kelahiran	0.25
penampilan	perdagangan	0.21
penampilan	petani	0.14
penampilan	pekerja	0.26
penampilan	kepercayaan	0.4
penampilan	pemuda	0.25
penampilan	penumpang	0.23
penampilan	pimpinan	0.25
penampilan	pembaca	0.26
penampilan	kekurangan	0.31
penampilan	pejabat	0.2
penampilan	campuran	0.32
penampilan	pelaku	0.24
penampilan	peneliti	0.16
penampilan	pengusaha	0.16
penampilan	pendukung	0.39
penampilan	petunjuk	0.29
penampilan	pemenang	0.29
penampilan	petugas	0.26
penampilan	perbaikan	0.4
penampilan	pelatih	0.35
penampilan	pedagang	0.17
penampilan	pelajar	0.27
penampilan	pengurus	0.21
penampilan	jurusan	0.2
penampilan	ilmuwan	0.15
penampilan	pendiri	0.17
penampilan	angkatan	0.24
penampilan	sasaran	0.23
penampilan	pembuat	0.24
penampilan	penjual	0.23
penampilan	pengganti	0.27
penampilan	perwakilan	0.28
penampilan	lulusan	0.24
penampilan	pembeli	0.29
penampilan	penerima	0.24
penampilan	pergerakan	0.32
penampilan	pemegang	0.23
penampilan	penyedia	0.22
penampilan	penjaga	0.27
penampilan	pencari	0.22
penampilan	pembawa	0.27
penampilan	undangan	0.33
penampilan	cadangan	0.24
penampilan	pemeran	0.38
