noun_w_buah	noun_w_orang	cossim
tanggal	polisi	0.2
tanggal	luka	0.23
tanggal	suhu	0.27
tanggal	sahabat	0.17
tanggal	staf	0.13
tanggal	radio	0.19
tanggal	kampung	0.22
tanggal	aktor	0.12
tanggal	ulama	0.16
tanggal	artis	0.16
tanggal	kontak	0.27
tanggal	lelaki	0.17
tanggal	murid	0.17
tanggal	ketua	0.2
tanggal	wakil	0.18
tanggal	pegawai	0.19
tanggal	musuh	0.14
tanggal	adik	0.22
tanggal	dewa	0.1
tanggal	biji	0.24
tanggal	kakak	0.2
tanggal	produsen	0.17
tanggal	menteri	0.23
tanggal	profesi	0.16
tanggal	mitra	0.24
tanggal	raksasa	0.16
tanggal	manajer	0.14
tanggal	dosen	0.17
tanggal	sutradara	0.09
tanggal	buruh	0.2
tanggal	nenek	0.2
tanggal	induk	0.28
tanggal	rekan	0.17
tanggal	tetangga	0.19
tanggal	kuasa	0.16
tanggal	bandar	0.14
tanggal	terapi	0.07
tanggal	malaikat	0.15
tanggal	gubernur	0.23
tanggal	prajurit	0.15
tanggal	tukang	0.17
tanggal	operator	0.17
tanggal	pakar	0.11
tanggal	wartawan	0.18
tanggal	pacar	0.16
tanggal	produser	0.13
tanggal	senior	0.12
tanggal	wali	0.19
tanggal	saksi	0.24
tanggal	kawan	0.19
tanggal	hamba	0.15
tanggal	obyek	0.19
tanggal	seniman	0.15
tanggal	dewan	0.21
tanggal	hakim	0.18
tanggal	kaisar	0.21
tanggal	famili	0.14
tanggal	pahlawan	0.22
tanggal	investor	0.18
tanggal	perwira	0.14
tanggal	legenda	0.14
tanggal	eksekutif	0.16
tanggal	budak	0.1
tanggal	mama	0.14
tanggal	kerangka	0.26
tanggal	cucu	0.16
tanggal	tambang	0.18
tanggal	nelayan	0.16
tanggal	hantu	0.11
tanggal	atlet	0.16
tanggal	isteri	0.17
tanggal	pendeta	0.17
tanggal	direktur	0.15
tanggal	politikus	0.11
tanggal	formasi	0.24
tanggal	panitia	0.26
tanggal	aktivis	0.16
tanggal	jenderal	0.15
tanggal	pilot	0.13
tanggal	kandidat	0.18
tanggal	mayat	0.25
tanggal	subjek	0.19
tanggal	wasit	0.09
tanggal	balita	0.23
tanggal	pangeran	0.19
tanggal	asisten	0.08
tanggal	responden	0.15
tanggal	juru	0.14
tanggal	awak	0.16
tanggal	distributor	0.17
tanggal	kakek	0.2
tanggal	profesor	0.1
tanggal	komandan	0.16
tanggal	kerabat	0.19
tanggal	komunis	0.14
tanggal	teroris	0.21
tanggal	arsitek	0.08
tanggal	politisi	0.1
tanggal	ratu	0.16
tanggal	desainer	0.14
tanggal	kapten	0.1
tanggal	sekutu	0.21
tanggal	alumni	0.18
tanggal	sponsor	0.19
tanggal	atasan	0.15
tanggal	vokalis	0.11
tanggal	santri	0.17
tanggal	sekretaris	0.13
tanggal	jurnalis	0.13
tanggal	kritikus	0.15
tanggal	oknum	0.1
tanggal	konsultan	0.12
tanggal	turis	0.13
tanggal	bidan	0.16
tanggal	rasul	0.17
tanggal	iblis	0.1
tanggal	demonstrasi	0.27
tanggal	janda	0.21
tanggal	elit	0.07
tanggal	kader	0.12
tanggal	waris	0.16
tanggal	insinyur	0.11
tanggal	dukun	0.09
tanggal	audit	0.21
tanggal	duta	0.2
tanggal	doktor	0.12
tanggal	bubur	0.21
tanggal	intelijen	0.14
tanggal	praktisi	0.09
tanggal	walikota	0.23
tanggal	finalis	0.22
tanggal	panglima	0.14
tanggal	imigran	0.15
tanggal	resepsionis	0.11
tanggal	delegasi	0.15
tanggal	spektrum	0.14
tanggal	keponakan	0.21
tanggal	teknisi	0.11
tanggal	jago	0.1
tanggal	kiper	0.09
tanggal	propaganda	0.1
tanggal	analis	0.11
tanggal	striker	0.11
tanggal	ekonom	0.14
tanggal	tuna	0.12
tanggal	supir	0.06
tanggal	ksatria	0.11
tanggal	dalang	0.11
tanggal	wirausaha	0.12
tanggal	majikan	0.14
tanggal	administrator	0.16
tanggal	pucuk	0.16
tanggal	kapitalis	0.08
tanggal	agensi	0.15
tanggal	mukmin	0.14
tanggal	detektif	0.07
tanggal	jaksa	0.16
tanggal	kolektor	0.07
tanggal	macan	0.14
tanggal	preman	0.08
tanggal	direksi	0.2
tanggal	fasilitator	0.05
tanggal	kristen	0.18
tanggal	bibi	0.13
tanggal	pramuka	0.15
tanggal	botani	0.08
tanggal	jemaah	0.16
tanggal	debitur	0.17
tanggal	diktator	0.02
tanggal	abdi	0.12
tanggal	lurah	0.17
tanggal	milisi	0.14
tanggal	demonstran	0.15
tanggal	sandera	0.14
tanggal	astronot	0.15
tanggal	serdadu	0.12
tanggal	bendahara	0.13
tanggal	kuli	0.1
tanggal	kreditur	0.14
tanggal	biang	0.12
tanggal	separatis	0.17
tanggal	mumi	0.14
tanggal	informan	0.16
tanggal	humas	0.12
tanggal	cleaning	0.08
tanggal	duda	0.13
tanggal	eksportir	0.14
tanggal	wiraswasta	0.09
tanggal	nona	0.14
tanggal	deputi	0.09
tanggal	firaun	0.11
tanggal	marinir	0.1
tanggal	inspektur	0.21
tanggal	pialang	0.19
tanggal	miliarder	0.14
tanggal	satria	0.1
tanggal	panelis	0.11
tanggal	habib	0.1
tanggal	penterjemah	0.04
tanggal	wapres	0.16
tanggal	marxis	0.02
tanggal	madam	0.09
film	dalam	0.44
film	tahun	0.31
film	orang	0.29
film	saat	0.35
film	anak	0.28
film	tempat	0.34
film	diri	0.18
film	manusia	0.27
film	hasil	0.33
film	masyarakat	0.28
film	kelas	0.28
film	hidup	0.31
film	wanita	0.28
film	anggota	0.21
film	keluarga	0.23
film	data	0.28
film	ibu	0.19
film	kelompok	0.25
film	jam	0.26
film	tim	0.33
film	kulit	0.22
film	bisnis	0.34
film	siswa	0.22
film	pihak	0.22
film	pria	0.28
film	media	0.4
film	guru	0.26
film	perempuan	0.26
film	kepala	0.18
film	bumi	0.23
film	politik	0.36
film	teman	0.24
film	bangsa	0.27
film	batu	0.23
film	warga	0.2
film	perangkat	0.32
film	model	0.36
film	bayi	0.22
film	mahasiswa	0.24
film	dokter	0.22
film	internet	0.35
film	raja	0.21
film	rakyat	0.27
film	ahli	0.25
film	tokoh	0.45
film	pasukan	0.24
film	tenaga	0.17
film	kaum	0.18
film	istri	0.22
film	militer	0.32
film	karakter	0.42
film	gadis	0.31
film	suami	0.22
film	calon	0.19
film	ayah	0.2
film	tamu	0.28
film	individu	0.18
film	remaja	0.31
film	umat	0.24
film	mantan	0.2
film	matahari	0.27
film	tipe	0.25
film	burung	0.29
film	korban	0.23
film	konsumen	0.21
film	putra	0.16
film	saudara	0.18
film	manajemen	0.25
film	agen	0.34
film	tentara	0.28
film	objek	0.33
film	generasi	0.29
film	putri	0.18
film	umur	0.22
film	presiden	0.31
film	pajak	0.26
film	makhluk	0.27
film	ujung	0.24
film	pasien	0.18
film	kelapa	0.21
film	polisi	0.29
film	luka	0.22
film	suhu	0.2
film	sahabat	0.22
film	staf	0.17
film	radio	0.4
film	kampung	0.23
film	aktor	0.55
film	ulama	0.26
film	artis	0.45
film	kontak	0.21
film	lelaki	0.23
film	murid	0.22
film	ketua	0.2
film	wakil	0.21
film	pegawai	0.18
film	musuh	0.23
film	adik	0.2
film	dewa	0.17
film	biji	0.23
film	kakak	0.23
film	produsen	0.34
film	menteri	0.25
film	profesi	0.31
film	mitra	0.21
film	raksasa	0.29
film	manajer	0.23
film	dosen	0.25
film	sutradara	0.62
film	buruh	0.22
film	nenek	0.21
film	induk	0.21
film	rekan	0.17
film	tetangga	0.19
film	kuasa	0.17
film	bandar	0.27
film	terapi	0.27
film	malaikat	0.17
film	gubernur	0.19
film	prajurit	0.22
film	tukang	0.23
film	operator	0.27
film	pakar	0.26
film	wartawan	0.28
film	pacar	0.22
film	produser	0.51
film	senior	0.28
film	wali	0.17
film	saksi	0.24
film	kawan	0.22
film	hamba	0.11
film	obyek	0.34
film	seniman	0.31
film	dewan	0.22
film	hakim	0.19
film	kaisar	0.22
film	famili	0.14
film	pahlawan	0.38
film	investor	0.2
film	perwira	0.26
film	legenda	0.39
film	eksekutif	0.28
film	budak	0.17
film	mama	0.18
film	kerangka	0.29
film	cucu	0.11
film	tambang	0.26
film	nelayan	0.21
film	hantu	0.33
film	atlet	0.21
film	isteri	0.16
film	pendeta	0.2
film	direktur	0.24
film	politikus	0.32
film	formasi	0.18
film	panitia	0.26
film	aktivis	0.28
film	jenderal	0.26
film	pilot	0.29
film	kandidat	0.26
film	mayat	0.23
film	subjek	0.28
film	wasit	0.19
film	balita	0.18
film	pangeran	0.19
film	asisten	0.24
film	responden	0.11
film	juru	0.18
film	awak	0.2
film	distributor	0.33
film	kakek	0.19
film	profesor	0.23
film	komandan	0.19
film	kerabat	0.11
film	komunis	0.29
film	teroris	0.27
film	arsitek	0.21
film	politisi	0.27
film	ratu	0.24
film	desainer	0.28
film	kapten	0.19
film	sekutu	0.17
film	alumni	0.23
film	sponsor	0.25
film	atasan	0.12
film	vokalis	0.28
film	santri	0.17
film	sekretaris	0.18
film	jurnalis	0.37
film	kritikus	0.37
film	oknum	0.14
film	konsultan	0.27
film	turis	0.3
film	bidan	0.11
film	rasul	0.16
film	iblis	0.21
film	demonstrasi	0.31
film	janda	0.22
film	elit	0.18
film	kader	0.12
film	waris	0.12
film	insinyur	0.17
film	dukun	0.19
film	audit	0.22
film	duta	0.22
film	doktor	0.17
film	bubur	0.2
film	intelijen	0.32
film	praktisi	0.23
film	walikota	0.18
film	finalis	0.26
film	panglima	0.25
film	imigran	0.23
film	resepsionis	0.16
film	delegasi	0.21
film	spektrum	0.2
film	keponakan	0.22
film	teknisi	0.23
film	jago	0.25
film	kiper	0.26
film	propaganda	0.42
film	analis	0.2
film	striker	0.24
film	ekonom	0.15
film	tuna	0.22
film	supir	0.27
film	ksatria	0.22
film	dalang	0.24
film	wirausaha	0.22
film	majikan	0.15
film	administrator	0.08
film	pucuk	0.14
film	kapitalis	0.2
film	agensi	0.27
film	mukmin	0.12
film	detektif	0.31
film	jaksa	0.21
film	kolektor	0.28
film	macan	0.2
film	preman	0.26
film	direksi	0.21
film	fasilitator	0.15
film	kristen	0.21
film	bibi	0.14
film	pramuka	0.26
film	botani	0.16
film	jemaah	0.16
film	debitur	0.11
film	diktator	0.21
film	abdi	0.12
film	lurah	0.04
film	milisi	0.19
film	demonstran	0.18
film	sandera	0.19
film	astronot	0.2
film	serdadu	0.18
film	bendahara	0.1
film	kuli	0.16
film	kreditur	0.09
film	biang	0.16
film	separatis	0.19
film	mumi	0.22
film	informan	0.18
film	humas	0.2
film	cleaning	0.17
film	duda	0.15
film	eksportir	0.2
film	wiraswasta	0.12
film	nona	0.09
film	deputi	0.13
film	firaun	0.13
film	marinir	0.2
film	inspektur	0.24
film	pialang	0.23
film	miliarder	0.12
film	satria	0.21
film	panelis	0.19
film	habib	0.07
film	penterjemah	0.31
film	wapres	0.17
film	marxis	0.16
film	madam	0.22
jenis	dalam	0.46
jenis	tahun	0.22
jenis	orang	0.45
jenis	saat	0.37
jenis	anak	0.39
jenis	tempat	0.44
jenis	diri	0.33
jenis	manusia	0.41
jenis	hasil	0.4
jenis	masyarakat	0.34
jenis	kelas	0.35
jenis	hidup	0.33
jenis	wanita	0.44
jenis	anggota	0.37
jenis	keluarga	0.3
jenis	data	0.4
jenis	ibu	0.19
jenis	kelompok	0.49
jenis	jam	0.26
jenis	tim	0.32
jenis	kulit	0.41
jenis	bisnis	0.41
jenis	siswa	0.29
jenis	pihak	0.34
jenis	pria	0.4
jenis	media	0.39
jenis	guru	0.23
jenis	perempuan	0.38
jenis	kepala	0.28
jenis	bumi	0.26
jenis	politik	0.3
jenis	teman	0.3
jenis	bangsa	0.3
jenis	batu	0.4
jenis	warga	0.26
jenis	perangkat	0.44
jenis	model	0.5
jenis	bayi	0.29
jenis	mahasiswa	0.27
jenis	dokter	0.23
jenis	internet	0.32
jenis	raja	0.25
jenis	rakyat	0.24
jenis	ahli	0.36
jenis	tokoh	0.32
jenis	pasukan	0.25
jenis	tenaga	0.34
jenis	kaum	0.31
jenis	istri	0.25
jenis	militer	0.26
jenis	karakter	0.46
jenis	gadis	0.28
jenis	suami	0.22
jenis	calon	0.34
jenis	ayah	0.15
jenis	tamu	0.23
jenis	individu	0.43
jenis	remaja	0.29
jenis	umat	0.28
jenis	mantan	0.21
jenis	matahari	0.22
jenis	tipe	0.68
jenis	burung	0.44
jenis	korban	0.3
jenis	konsumen	0.32
jenis	putra	0.21
jenis	saudara	0.25
jenis	manajemen	0.28
jenis	agen	0.36
jenis	tentara	0.3
jenis	objek	0.46
jenis	generasi	0.31
jenis	putri	0.23
jenis	umur	0.37
jenis	presiden	0.16
jenis	pajak	0.31
jenis	makhluk	0.43
jenis	ujung	0.3
jenis	pasien	0.33
jenis	kelapa	0.34
jenis	polisi	0.2
jenis	luka	0.24
jenis	suhu	0.28
jenis	sahabat	0.27
jenis	staf	0.14
jenis	radio	0.29
jenis	kampung	0.21
jenis	aktor	0.26
jenis	ulama	0.25
jenis	artis	0.31
jenis	kontak	0.32
jenis	lelaki	0.33
jenis	murid	0.2
jenis	ketua	0.21
jenis	wakil	0.22
jenis	pegawai	0.29
jenis	musuh	0.3
jenis	adik	0.21
jenis	dewa	0.26
jenis	biji	0.39
jenis	kakak	0.23
jenis	produsen	0.38
jenis	menteri	0.17
jenis	profesi	0.43
jenis	mitra	0.27
jenis	raksasa	0.3
jenis	manajer	0.21
jenis	dosen	0.19
jenis	sutradara	0.1
jenis	buruh	0.24
jenis	nenek	0.14
jenis	induk	0.36
jenis	rekan	0.27
jenis	tetangga	0.22
jenis	kuasa	0.23
jenis	bandar	0.29
jenis	terapi	0.35
jenis	malaikat	0.22
jenis	gubernur	0.14
jenis	prajurit	0.24
jenis	tukang	0.31
jenis	operator	0.31
jenis	pakar	0.32
jenis	wartawan	0.17
jenis	pacar	0.24
jenis	produser	0.19
jenis	senior	0.2
jenis	wali	0.15
jenis	saksi	0.23
jenis	kawan	0.28
jenis	hamba	0.25
jenis	obyek	0.43
jenis	seniman	0.23
jenis	dewan	0.16
jenis	hakim	0.15
jenis	kaisar	0.16
jenis	famili	0.31
jenis	pahlawan	0.23
jenis	investor	0.21
jenis	perwira	0.2
jenis	legenda	0.27
jenis	eksekutif	0.22
jenis	budak	0.26
jenis	mama	0.13
jenis	kerangka	0.34
jenis	cucu	0.17
jenis	tambang	0.28
jenis	nelayan	0.21
jenis	hantu	0.28
jenis	atlet	0.24
jenis	isteri	0.21
jenis	pendeta	0.16
jenis	direktur	0.14
jenis	politikus	0.19
jenis	formasi	0.36
jenis	panitia	0.16
jenis	aktivis	0.19
jenis	jenderal	0.14
jenis	pilot	0.19
jenis	kandidat	0.35
jenis	mayat	0.27
jenis	subjek	0.39
jenis	wasit	0.1
jenis	balita	0.25
jenis	pangeran	0.15
jenis	asisten	0.13
jenis	responden	0.25
jenis	juru	0.17
jenis	awak	0.24
jenis	distributor	0.24
jenis	kakek	0.11
jenis	profesor	0.11
jenis	komandan	0.16
jenis	kerabat	0.28
jenis	komunis	0.2
jenis	teroris	0.2
jenis	arsitek	0.15
jenis	politisi	0.21
jenis	ratu	0.2
jenis	desainer	0.26
jenis	kapten	0.13
jenis	sekutu	0.22
jenis	alumni	0.14
jenis	sponsor	0.24
jenis	atasan	0.24
jenis	vokalis	0.15
jenis	santri	0.19
jenis	sekretaris	0.19
jenis	jurnalis	0.19
jenis	kritikus	0.22
jenis	oknum	0.25
jenis	konsultan	0.26
jenis	turis	0.21
jenis	bidan	0.16
jenis	rasul	0.17
jenis	iblis	0.24
jenis	demonstrasi	0.26
jenis	janda	0.17
jenis	elit	0.23
jenis	kader	0.27
jenis	waris	0.25
jenis	insinyur	0.19
jenis	dukun	0.2
jenis	audit	0.26
jenis	duta	0.18
jenis	doktor	0.18
jenis	bubur	0.26
jenis	intelijen	0.24
jenis	praktisi	0.28
jenis	walikota	0.11
jenis	finalis	0.21
jenis	panglima	0.1
jenis	imigran	0.18
jenis	resepsionis	0.11
jenis	delegasi	0.19
jenis	spektrum	0.34
jenis	keponakan	0.2
jenis	teknisi	0.25
jenis	jago	0.25
jenis	kiper	0.15
jenis	propaganda	0.23
jenis	analis	0.21
jenis	striker	0.2
jenis	ekonom	0.16
jenis	tuna	0.28
jenis	supir	0.17
jenis	ksatria	0.24
jenis	dalang	0.17
jenis	wirausaha	0.3
jenis	majikan	0.16
jenis	administrator	0.16
jenis	pucuk	0.28
jenis	kapitalis	0.14
jenis	agensi	0.21
jenis	mukmin	0.21
jenis	detektif	0.2
jenis	jaksa	0.11
jenis	kolektor	0.29
jenis	macan	0.3
jenis	preman	0.19
jenis	direksi	0.12
jenis	fasilitator	0.15
jenis	kristen	0.18
jenis	bibi	0.1
jenis	pramuka	0.21
jenis	botani	0.29
jenis	jemaah	0.2
jenis	debitur	0.22
jenis	diktator	0.14
jenis	abdi	0.14
jenis	lurah	0.06
jenis	milisi	0.18
jenis	demonstran	0.14
jenis	sandera	0.14
jenis	astronot	0.16
jenis	serdadu	0.16
jenis	bendahara	0.14
jenis	kuli	0.21
jenis	kreditur	0.16
jenis	biang	0.3
jenis	separatis	0.21
jenis	mumi	0.16
jenis	informan	0.22
jenis	humas	0.15
jenis	cleaning	0.19
jenis	duda	0.14
jenis	eksportir	0.26
jenis	wiraswasta	0.22
jenis	nona	0.19
jenis	deputi	0.12
jenis	firaun	0.13
jenis	marinir	0.17
jenis	inspektur	0.12
jenis	pialang	0.27
jenis	miliarder	0.16
jenis	satria	0.14
jenis	panelis	0.24
jenis	habib	0.12
jenis	penterjemah	0.18
jenis	wapres	0.05
jenis	marxis	0.16
jenis	madam	0.2
harga	dalam	0.28
harga	tahun	0.25
harga	orang	0.25
harga	saat	0.34
harga	anak	0.23
harga	tempat	0.32
harga	diri	0.33
harga	manusia	0.25
harga	hasil	0.4
harga	masyarakat	0.3
harga	kelas	0.3
harga	hidup	0.28
harga	wanita	0.28
harga	anggota	0.21
harga	keluarga	0.22
harga	data	0.34
harga	ibu	0.19
harga	kelompok	0.25
harga	jam	0.29
harga	tim	0.21
harga	kulit	0.32
harga	bisnis	0.36
harga	siswa	0.2
harga	pihak	0.24
harga	pria	0.24
harga	media	0.22
harga	guru	0.17
harga	perempuan	0.21
harga	kepala	0.19
harga	bumi	0.27
harga	politik	0.28
harga	teman	0.25
harga	bangsa	0.19
harga	batu	0.31
harga	warga	0.18
harga	perangkat	0.35
harga	model	0.38
harga	bayi	0.24
harga	mahasiswa	0.22
harga	dokter	0.13
harga	internet	0.28
harga	raja	0.18
harga	rakyat	0.26
harga	ahli	0.13
harga	tokoh	0.16
harga	pasukan	0.24
harga	tenaga	0.3
harga	kaum	0.21
harga	istri	0.2
harga	militer	0.19
harga	karakter	0.27
harga	gadis	0.22
harga	suami	0.21
harga	calon	0.24
harga	ayah	0.16
harga	tamu	0.22
harga	individu	0.29
harga	remaja	0.22
harga	umat	0.21
harga	mantan	0.15
harga	matahari	0.26
harga	tipe	0.37
harga	burung	0.28
harga	korban	0.24
harga	konsumen	0.44
harga	putra	0.14
harga	saudara	0.21
harga	manajemen	0.28
harga	agen	0.31
harga	tentara	0.2
harga	objek	0.29
harga	generasi	0.23
harga	putri	0.14
harga	umur	0.31
harga	presiden	0.17
harga	pajak	0.38
harga	makhluk	0.22
harga	ujung	0.21
harga	pasien	0.19
harga	kelapa	0.29
harga	polisi	0.14
harga	luka	0.22
harga	suhu	0.39
harga	sahabat	0.19
harga	staf	0.16
harga	radio	0.21
harga	kampung	0.17
harga	aktor	0.17
harga	ulama	0.14
harga	artis	0.23
harga	kontak	0.29
harga	lelaki	0.19
harga	murid	0.15
harga	ketua	0.16
harga	wakil	0.19
harga	pegawai	0.22
harga	musuh	0.18
harga	adik	0.19
harga	dewa	0.15
harga	biji	0.3
harga	kakak	0.21
harga	produsen	0.42
harga	menteri	0.2
harga	profesi	0.24
harga	mitra	0.32
harga	raksasa	0.22
harga	manajer	0.21
harga	dosen	0.14
harga	sutradara	0.1
harga	buruh	0.28
harga	nenek	0.1
harga	induk	0.23
harga	rekan	0.2
harga	tetangga	0.24
harga	kuasa	0.21
harga	bandar	0.2
harga	terapi	0.2
harga	malaikat	0.18
harga	gubernur	0.17
harga	prajurit	0.2
harga	tukang	0.23
harga	operator	0.28
harga	pakar	0.12
harga	wartawan	0.13
harga	pacar	0.21
harga	produser	0.19
harga	senior	0.17
harga	wali	0.08
harga	saksi	0.17
harga	kawan	0.24
harga	hamba	0.14
harga	obyek	0.29
harga	seniman	0.15
harga	dewan	0.21
harga	hakim	0.13
harga	kaisar	0.16
harga	famili	0.08
harga	pahlawan	0.19
harga	investor	0.3
harga	perwira	0.16
harga	legenda	0.18
harga	eksekutif	0.25
harga	budak	0.25
harga	mama	0.14
harga	kerangka	0.28
harga	cucu	0.07
harga	tambang	0.27
harga	nelayan	0.16
harga	hantu	0.17
harga	atlet	0.16
harga	isteri	0.17
harga	pendeta	0.12
harga	direktur	0.11
harga	politikus	0.14
harga	formasi	0.26
harga	panitia	0.16
harga	aktivis	0.12
harga	jenderal	0.12
harga	pilot	0.13
harga	kandidat	0.19
harga	mayat	0.19
harga	subjek	0.19
harga	wasit	0.05
harga	balita	0.15
harga	pangeran	0.17
harga	asisten	0.08
harga	responden	0.12
harga	juru	0.15
harga	awak	0.14
harga	distributor	0.36
harga	kakek	0.1
harga	profesor	0.08
harga	komandan	0.2
harga	kerabat	0.16
harga	komunis	0.18
harga	teroris	0.15
harga	arsitek	0.14
harga	politisi	0.15
harga	ratu	0.17
harga	desainer	0.19
harga	kapten	0.1
harga	sekutu	0.19
harga	alumni	0.1
harga	sponsor	0.22
harga	atasan	0.21
harga	vokalis	0.11
harga	santri	0.11
harga	sekretaris	0.12
harga	jurnalis	0.1
harga	kritikus	0.19
harga	oknum	0.23
harga	konsultan	0.17
harga	turis	0.22
harga	bidan	0.11
harga	rasul	0.11
harga	iblis	0.12
harga	demonstrasi	0.27
harga	janda	0.14
harga	elit	0.22
harga	kader	0.16
harga	waris	0.2
harga	insinyur	0.09
harga	dukun	0.07
harga	audit	0.21
harga	duta	0.17
harga	doktor	0.13
harga	bubur	0.24
harga	intelijen	0.21
harga	praktisi	0.1
harga	walikota	0.12
harga	finalis	0.16
harga	panglima	0.15
harga	imigran	0.12
harga	resepsionis	0.1
harga	delegasi	0.17
harga	spektrum	0.22
harga	keponakan	0.18
harga	teknisi	0.17
harga	jago	0.16
harga	kiper	0.17
harga	propaganda	0.16
harga	analis	0.16
harga	striker	0.2
harga	ekonom	0.18
harga	tuna	0.23
harga	supir	0.2
harga	ksatria	0.13
harga	dalang	0.06
harga	wirausaha	0.21
harga	majikan	0.18
harga	administrator	0.11
harga	pucuk	0.19
harga	kapitalis	0.21
harga	agensi	0.19
harga	mukmin	0.16
harga	detektif	0.09
harga	jaksa	0.06
harga	kolektor	0.24
harga	macan	0.18
harga	preman	0.19
harga	direksi	0.16
harga	fasilitator	0.11
harga	kristen	0.12
harga	bibi	0.12
harga	pramuka	0.15
harga	botani	0.09
harga	jemaah	0.19
harga	debitur	0.16
harga	diktator	0.08
harga	abdi	0.09
harga	lurah	0.09
harga	milisi	0.19
harga	demonstran	0.17
harga	sandera	0.15
harga	astronot	0.11
harga	serdadu	0.13
harga	bendahara	0.1
harga	kuli	0.19
harga	kreditur	0.17
harga	biang	0.13
harga	separatis	0.2
harga	mumi	0.13
harga	informan	0.16
harga	humas	0.06
harga	cleaning	0.11
harga	duda	0.1
harga	eksportir	0.27
harga	wiraswasta	0.1
harga	nona	0.09
harga	deputi	0.11
harga	firaun	0.07
harga	marinir	0.11
harga	inspektur	0.14
harga	pialang	0.26
harga	miliarder	0.14
harga	satria	0.19
harga	panelis	0.12
harga	habib	0.13
harga	penterjemah	0.1
harga	wapres	0.12
harga	marxis	0.13
harga	madam	0.09
proses	dalam	0.57
proses	tahun	0.29
proses	orang	0.26
proses	saat	0.53
proses	anak	0.28
proses	tempat	0.42
proses	diri	0.29
proses	manusia	0.39
proses	hasil	0.58
proses	masyarakat	0.35
proses	kelas	0.28
proses	hidup	0.42
proses	wanita	0.23
proses	anggota	0.28
proses	keluarga	0.23
proses	data	0.35
proses	ibu	0.23
proses	kelompok	0.31
proses	jam	0.3
proses	tim	0.31
proses	kulit	0.27
proses	bisnis	0.4
proses	siswa	0.31
proses	pihak	0.3
proses	pria	0.19
proses	media	0.36
proses	guru	0.31
proses	perempuan	0.22
proses	kepala	0.22
proses	bumi	0.23
proses	politik	0.38
proses	teman	0.2
proses	bangsa	0.24
proses	batu	0.24
proses	warga	0.2
proses	perangkat	0.41
proses	model	0.38
proses	bayi	0.28
proses	mahasiswa	0.27
proses	dokter	0.17
proses	internet	0.27
proses	raja	0.14
proses	rakyat	0.22
proses	ahli	0.33
proses	tokoh	0.26
proses	pasukan	0.21
proses	tenaga	0.33
proses	kaum	0.2
proses	istri	0.16
proses	militer	0.23
proses	karakter	0.3
proses	gadis	0.19
proses	suami	0.18
proses	calon	0.27
proses	ayah	0.17
proses	tamu	0.2
proses	individu	0.38
proses	remaja	0.21
proses	umat	0.24
proses	mantan	0.15
proses	matahari	0.29
proses	tipe	0.24
proses	burung	0.16
proses	korban	0.28
proses	konsumen	0.31
proses	putra	0.04
proses	saudara	0.15
proses	manajemen	0.45
proses	agen	0.32
proses	tentara	0.21
proses	objek	0.37
proses	generasi	0.29
proses	putri	0.04
proses	umur	0.27
proses	presiden	0.2
proses	pajak	0.24
proses	makhluk	0.33
proses	ujung	0.26
proses	pasien	0.28
proses	kelapa	0.2
proses	polisi	0.19
proses	luka	0.29
proses	suhu	0.33
proses	sahabat	0.18
proses	staf	0.16
proses	radio	0.17
proses	kampung	0.15
proses	aktor	0.25
proses	ulama	0.18
proses	artis	0.19
proses	kontak	0.33
proses	lelaki	0.15
proses	murid	0.21
proses	ketua	0.22
proses	wakil	0.18
proses	pegawai	0.24
proses	musuh	0.16
proses	adik	0.12
proses	dewa	0.18
proses	biji	0.25
proses	kakak	0.14
proses	produsen	0.27
proses	menteri	0.18
proses	profesi	0.3
proses	mitra	0.24
proses	raksasa	0.18
proses	manajer	0.27
proses	dosen	0.25
proses	sutradara	0.18
proses	buruh	0.23
proses	nenek	0.16
proses	induk	0.24
proses	rekan	0.23
proses	tetangga	0.1
proses	kuasa	0.27
proses	bandar	0.14
proses	terapi	0.38
proses	malaikat	0.18
proses	gubernur	0.13
proses	prajurit	0.14
proses	tukang	0.25
proses	operator	0.24
proses	pakar	0.3
proses	wartawan	0.16
proses	pacar	0.08
proses	produser	0.21
proses	senior	0.17
proses	wali	0.15
proses	saksi	0.26
proses	kawan	0.18
proses	hamba	0.16
proses	obyek	0.37
proses	seniman	0.19
proses	dewan	0.24
proses	hakim	0.18
proses	kaisar	0.11
proses	famili	0.07
proses	pahlawan	0.19
proses	investor	0.19
proses	perwira	0.19
proses	legenda	0.2
proses	eksekutif	0.21
proses	budak	0.14
proses	mama	0.17
proses	kerangka	0.37
proses	cucu	0.12
proses	tambang	0.21
proses	nelayan	0.15
proses	hantu	0.1
proses	atlet	0.19
proses	isteri	0.13
proses	pendeta	0.13
proses	direktur	0.21
proses	politikus	0.17
proses	formasi	0.3
proses	panitia	0.3
proses	aktivis	0.24
proses	jenderal	0.1
proses	pilot	0.15
proses	kandidat	0.25
proses	mayat	0.17
proses	subjek	0.35
proses	wasit	0.13
proses	balita	0.18
proses	pangeran	0.1
proses	asisten	0.21
proses	responden	0.12
proses	juru	0.2
proses	awak	0.15
proses	distributor	0.17
proses	kakek	0.12
proses	profesor	0.16
proses	komandan	0.15
proses	kerabat	0.13
proses	komunis	0.17
proses	teroris	0.18
proses	arsitek	0.2
proses	politisi	0.17
proses	ratu	0.15
